crm,rg,data,hora
5163,47881278,2024-12-21,02:21:05
1179,40297758,2024-07-15,16:47:20
3129,36878958,2024-06-14,06:58:50
3753,94295373,2024-01-13,09:06:12
3351,60857955,2024-05-18,14:55:32
2152,80878914,2024-03-13,05:36:10
1773,85701753,2024-11-15,11:04:27
3457,36852540,2024-11-02,05:10:21
5718,54532398,2024-11-12,22:30:07
4916,85734387,2024-05-03,18:10:52
3199,80731284,2024-03-15,02:24:58
2477,70858722,2024-06-16,02:27:38
5223,31876632,2024-12-06,02:25:35
1176,40753857,2024-08-14,09:15:13
5035,85749927,2024-06-27,15:59:10
3977,71150097,2024-01-04,16:09:30
5554,78573555,2024-01-10,23:59:52
1169,74343567,2024-04-07,12:02:10
5085,67655151,2024-04-21,10:12:38
2210,22143153,2024-01-02,07:40:34
1999,23121396,2024-05-23,11:04:11
5842,43676154,2024-08-13,13:15:29
4185,84826851,2024-09-22,15:47:03
2841,67029666,2024-07-13,07:22:51
2646,40728993,2024-02-02,01:22:59
5868,87864144,2024-03-18,14:58:13
1699,88320243,2024-08-12,18:07:28
3249,79239444,2024-12-08,02:57:14
4474,51293862,2024-06-03,03:23:18
4772,90505167,2024-06-03,03:19:14
3018,67850955,2024-04-08,10:02:14
1645,27493575,2024-11-05,08:50:17
3426,85984581,2024-01-18,07:21:25
2922,30908490,2024-08-30,05:00:38
4985,88458549,2024-05-20,21:20:12
4975,65244120,2024-08-13,04:45:47
5884,21328857,2024-09-01,11:20:23
1250,46229376,2024-05-28,14:23:51
3348,38951217,2024-11-14,18:14:48
2959,58089504,2024-05-04,05:03:19
2249,77330355,2024-11-24,00:55:15
2899,74795781,2024-07-12,01:10:47
2848,84668343,2024-07-28,04:52:01
2239,36871965,2024-06-01,01:33:37
3758,84702531,2024-02-20,02:47:24
3322,73387080,2024-05-08,10:02:24
4283,32003283,2024-04-24,14:25:11
3419,32482692,2024-05-26,21:45:40
4286,47945769,2024-07-03,00:59:56
2066,50708004,2024-10-29,01:53:02
4587,43069317,2024-07-16,12:21:18
2291,51812121,2024-06-21,09:26:00
5558,87821409,2024-05-18,22:50:41
3262,67105035,2024-07-06,04:51:41
1853,63738294,2024-12-31,23:54:14
3244,65580561,2024-01-18,22:54:37
3735,93516042,2024-06-04,23:01:50
5926,71343570,2024-08-26,09:53:41
3973,77599974,2024-03-12,00:49:38
2176,69145437,2024-10-18,11:09:39
3641,72579777,2024-09-28,15:29:30
1311,26468712,2024-01-10,14:36:49
1880,87151635,2024-11-26,06:36:52
5398,97057608,2024-07-08,17:07:38
5108,87437571,2024-06-13,00:17:39
2520,95634144,2024-02-04,21:14:52
5843,91488072,2024-06-26,23:56:21
4757,27806706,2024-06-07,06:27:14
3768,92300037,2024-06-19,20:02:30
5076,51007926,2024-02-05,10:03:51
3687,61510635,2024-08-01,15:17:10
5982,56913903,2024-08-15,13:28:48
3900,25183554,2024-07-17,19:39:36
5335,40790376,2024-12-19,18:00:12
4684,37987737,2024-04-23,08:39:07
4127,66349014,2024-06-13,09:49:54
5486,87997011,2024-11-29,17:28:38
1028,63592218,2024-08-13,06:06:39
1648,20560404,2024-04-13,18:46:56
2570,92944947,2024-04-01,21:21:12
1462,57169536,2024-11-02,23:32:59
1657,64683126,2024-03-23,04:45:21
3594,24769413,2024-01-20,05:43:59
2855,56951199,2024-08-16,15:51:48
2092,43564266,2024-05-09,06:50:16
5637,87155520,2024-08-06,18:37:04
4671,86005560,2024-02-02,09:17:12
3719,69833082,2024-12-04,13:06:24
5252,58014135,2024-01-22,13:56:00
4539,39488124,2024-09-18,16:15:35
2571,34374687,2024-04-13,11:56:59
3957,47201403,2024-12-27,17:22:26
2959,27098859,2024-04-12,22:55:56
3084,50199846,2024-01-28,06:48:12
3935,62246454,2024-01-24,17:27:48
5740,42712674,2024-12-20,17:59:49
4155,48739863,2024-05-14,22:07:49
3605,63814440,2024-11-20,02:26:52
1329,81701757,2024-06-25,15:45:30
2424,48033570,2024-11-17,08:57:46
3970,90631818,2024-12-31,14:43:55
3436,73788012,2024-09-14,09:22:02
1643,84805095,2024-12-28,08:44:40
3719,37951995,2024-03-26,09:12:51
3914,72958176,2024-06-07,06:57:45
4076,30687822,2024-05-13,23:24:18
5720,50065425,2024-10-10,04:00:40
2036,80916210,2024-01-15,01:15:34
5106,86102685,2024-06-03,01:47:00
4416,61895250,2024-10-04,04:25:37
2779,36951996,2024-09-10,09:09:47
3381,55854075,2024-08-20,09:31:48
1818,60740628,2024-11-07,22:39:09
2863,42139248,2024-10-27,06:47:24
2211,87691650,2024-06-13,10:49:14
5219,49918572,2024-02-01,03:20:21
1316,42848649,2024-10-26,18:23:03
5120,97490397,2024-05-30,01:05:15
1408,65926326,2024-04-20,21:32:53
5935,35360700,2024-08-16,20:08:59
5048,27564282,2024-10-07,00:22:43
1754,55245684,2024-11-17,05:42:09
2734,80259645,2024-05-17,08:55:05
3661,21736782,2024-12-28,14:06:15
2402,52091841,2024-04-11,07:28:19
2303,83966712,2024-03-27,16:40:35
3549,37495896,2024-02-13,01:53:42
2505,26244159,2024-01-13,17:47:27
4399,63325707,2024-11-12,08:49:44
5224,81408051,2024-04-28,08:05:17
1168,24376251,2024-09-09,15:21:26
3992,84405717,2024-09-11,00:48:40
3321,54662157,2024-08-28,13:42:33
5909,37403433,2024-10-16,09:12:13
3561,78697875,2024-11-02,10:06:31
5097,58650498,2024-10-03,11:58:24
5683,38089524,2024-05-10,14:04:56
5387,51944988,2024-10-06,01:31:02
5714,88244097,2024-04-08,09:29:09
5323,62789577,2024-05-10,15:30:07
4570,63679242,2024-12-30,18:27:41
4512,26665293,2024-02-28,13:51:48
3975,53579796,2024-07-03,09:49:21
5194,63258108,2024-11-21,17:54:35
1329,51669930,2024-11-20,08:57:05
2243,90047514,2024-11-18,04:16:19
4193,20732121,2024-08-16,09:41:42
2330,64417392,2024-04-08,16:25:19
5705,38923245,2024-07-31,12:28:26
4212,28727451,2024-12-03,09:01:35
5885,92425911,2024-07-28,04:53:59
1789,80504400,2024-06-11,20:36:09
4996,53532399,2024-05-03,01:14:08
4749,91211460,2024-11-24,03:49:41
3684,66795012,2024-05-13,08:02:01
4716,56977617,2024-01-10,21:34:18
2617,28240272,2024-04-16,04:47:46
3397,41302419,2024-11-29,11:12:51
1366,44161779,2024-01-14,04:40:04
4180,21847116,2024-10-20,17:50:54
2550,56627190,2024-01-02,10:31:44
2278,26941128,2024-12-01,07:09:37
1186,47068536,2024-06-05,23:53:47
1675,35572044,2024-08-26,12:41:16
4510,61714209,2024-03-05,11:07:20
4341,74742168,2024-09-23,13:19:31
2860,91425135,2024-10-30,03:30:51
3466,97692417,2024-07-28,17:14:21
4574,79830741,2024-06-27,10:24:08
3637,34348269,2024-09-11,01:17:54
5430,85665234,2024-07-08,05:27:38
3968,48944991,2024-10-15,04:52:09
4398,42993948,2024-11-13,13:44:08
5759,59365338,2024-05-03,03:29:38
3820,63497424,2024-02-16,22:43:14
2700,68000916,2024-09-09,15:05:55
3395,39599235,2024-09-04,03:19:37
3536,40169553,2024-10-04,15:54:23
1522,46354473,2024-07-24,13:11:37
1163,73691664,2024-04-06,00:35:44
2031,24969879,2024-04-27,22:28:52
3562,91905321,2024-06-19,06:07:06
2245,49874283,2024-10-28,08:07:33
4389,65278308,2024-12-15,16:02:00
4024,73477212,2024-01-22,15:07:34
3965,36993177,2024-07-19,14:47:38
1388,88190484,2024-01-07,19:57:44
5699,31328847,2024-07-14,15:29:57
1000,59687793,2024-02-17,17:25:12
5896,64537050,2024-11-15,00:04:33
4374,66789573,2024-12-10,22:39:28
1313,32792715,2024-02-18,14:23:57
1021,22756206,2024-11-24,19:35:50
1653,26718906,2024-03-30,17:40:55
5929,76387854,2024-06-16,07:32:10
2893,22740666,2024-04-28,17:44:44
1807,89341221,2024-10-21,15:20:34
5890,73428261,2024-05-09,04:18:25
4149,50602332,2024-01-28,14:41:05
5517,67009464,2024-05-22,22:47:30
1143,84371529,2024-07-18,18:39:22
2001,64843965,2024-01-04,23:04:47
4659,83425920,2024-05-30,16:16:58
3742,94098792,2024-04-01,20:11:03
2018,84221568,2024-02-02,05:31:23
4711,49265892,2024-02-05,14:26:08
3981,28140816,2024-08-31,13:59:52
3893,62401077,2024-03-31,09:45:48
2925,93808971,2024-04-14,07:08:24
3917,58814445,2024-04-09,05:09:13
5123,74391741,2024-10-17,01:08:16
3358,67802781,2024-09-15,14:50:40
4504,20624118,2024-09-20,05:03:33
5564,67261989,2024-02-02,14:21:22
4171,23158692,2024-04-08,13:40:23
5318,59396418,2024-09-20,11:32:33
1793,30015717,2024-06-20,07:25:39
5260,85985358,2024-05-15,15:53:10
2301,94188924,2024-01-10,04:51:51
5737,46370013,2024-04-27,03:47:37
5342,49546389,2024-11-28,14:15:17
4029,69811326,2024-09-02,00:00:58
5551,55275987,2024-01-29,04:24:28
1200,41042901,2024-09-09,06:27:26
2785,20737560,2024-04-08,17:05:26
5664,28739106,2024-08-17,20:31:47
5156,63852513,2024-02-24,09:29:43
3493,92873463,2024-12-03,00:31:35
2662,46117488,2024-06-18,04:48:46
5662,20596923,2024-01-12,17:48:43
3141,57617865,2024-11-10,07:51:08
2464,52443822,2024-04-08,17:03:34
3537,70350564,2024-11-20,17:03:58
1453,23331186,2024-01-08,01:41:25
4195,35745315,2024-02-01,00:23:18
2951,71827641,2024-03-17,03:10:44
4773,93059943,2024-08-06,07:29:42
5720,67582890,2024-09-25,08:09:21
2706,52171872,2024-04-14,23:40:21
1119,59423613,2024-04-24,02:06:38
1670,61251894,2024-04-26,09:34:17
4424,23504457,2024-04-26,07:24:19
2048,46511427,2024-09-07,07:11:19
4318,66780249,2024-05-29,11:20:32
1861,52364568,2024-12-06,02:26:58
5339,85040526,2024-09-24,11:59:48
4738,82774017,2024-12-19,08:24:24
3911,97770117,2024-12-29,19:16:59
4718,53087178,2024-12-18,14:26:43
1104,67163310,2024-10-07,00:41:06
2043,49439163,2024-12-07,00:38:32
5713,66648936,2024-02-17,18:24:26
2549,37736766,2024-06-10,04:40:18
1770,32076321,2024-06-27,03:27:09
1420,61867278,2024-09-06,05:47:49
1222,80481867,2024-11-28,08:03:03
5130,37608561,2024-06-02,04:38:10
3024,49490445,2024-09-08,18:14:33
1861,38738319,2024-08-18,17:43:57
1895,79102692,2024-03-29,11:00:56
3907,68530053,2024-12-19,11:29:28
2735,86537805,2024-07-30,06:51:58
4208,61361451,2024-09-01,14:07:43
2471,27805152,2024-05-14,00:19:55
2139,29763969,2024-08-28,19:43:04
3622,27924810,2024-02-18,03:55:20
5194,90894444,2024-08-19,19:43:04
2593,68551032,2024-01-01,20:20:43
5764,65552589,2024-08-27,11:14:50
4694,61666035,2024-12-25,17:12:33
5429,89822961,2024-10-24,10:04:37
2701,55262001,2024-11-28,05:14:44
2521,51749184,2024-08-14,02:50:21
2805,58719651,2024-12-18,10:58:55
3052,82288392,2024-09-22,22:05:16
4608,59904576,2024-10-08,05:11:28
1731,56730531,2024-01-10,08:24:42
3394,36193644,2024-04-22,03:14:50
4902,67319487,2024-02-23,19:49:27
4569,25042140,2024-12-28,00:12:59
1710,45618654,2024-08-21,21:32:37
2797,29746098,2024-08-06,18:22:34
3478,60749175,2024-05-08,10:45:46
1533,30776400,2024-06-14,09:40:40
5329,35772510,2024-08-16,00:51:04
2934,56200617,2024-11-14,15:53:19
1937,26793498,2024-06-18,05:02:19
1655,68471001,2024-10-15,22:02:11
3735,57707220,2024-09-07,07:15:08
2871,89240988,2024-05-18,01:38:21
5608,69416610,2024-05-22,00:25:45
5653,47165661,2024-10-11,19:54:08
5721,51984615,2024-01-09,23:56:32
2942,96579753,2024-09-25,18:37:31
5499,28859541,2024-09-09,19:24:06
4467,86959716,2024-08-10,13:32:12
5608,90469425,2024-10-08,20:25:17
5971,73603863,2024-03-17,20:14:52
2342,74519169,2024-12-09,11:00:02
2342,38532414,2024-01-02,22:35:42
1940,66871158,2024-12-20,03:00:30
3647,83962827,2024-12-13,14:29:04
5978,56922450,2024-09-12,15:12:35
1378,38756190,2024-06-04,08:29:43
2439,39899934,2024-06-12,08:04:11
4075,80434470,2024-06-13,21:21:41
3531,64836972,2024-02-27,02:26:03
5034,75217692,2024-07-26,22:59:37
2614,61021902,2024-01-23,16:30:16
1465,81088704,2024-09-21,11:01:03
3624,66586776,2024-01-02,17:13:58
5011,95777889,2024-06-18,01:23:14
4567,34428300,2024-04-15,14:04:19
1894,79643484,2024-05-23,08:48:00
3907,77712639,2024-08-25,20:31:12
4021,62268210,2024-03-02,08:55:34
1289,36833892,2024-01-01,04:39:43
3722,79184277,2024-07-02,13:22:48
4086,44675376,2024-05-27,12:35:29
2392,76690884,2024-10-07,18:27:49
1410,61800456,2024-12-12,00:03:21
2820,71808993,2024-05-14,18:58:23
1552,54380883,2024-12-22,07:43:35
4163,27469488,2024-10-24,00:22:32
2058,49312512,2024-03-15,12:29:33
4109,33588363,2024-07-08,16:50:16
2786,25652862,2024-04-09,05:42:20
4653,66194391,2024-09-07,11:45:36
2411,81322581,2024-09-20,09:14:30
3942,48344370,2024-08-05,17:41:32
3905,64977609,2024-05-26,04:11:14
2457,22781847,2024-11-21,02:22:19
1517,75526161,2024-08-04,03:55:02
1452,46515312,2024-09-07,22:20:37
1695,28279899,2024-03-07,01:42:03
5829,86813640,2024-10-18,19:44:01
3374,82409604,2024-01-05,02:59:24
2941,52858740,2024-03-18,08:50:32
5494,66913116,2024-02-26,04:03:41
1701,79994688,2024-02-19,12:46:00
4895,52171872,2024-02-14,17:13:25
4283,93960486,2024-02-21,23:07:21
2367,20376255,2024-06-23,16:55:51
2668,63764712,2024-02-02,04:02:59
3864,47927898,2024-04-11,23:53:01
1200,44470248,2024-03-18,11:07:11
1282,93116664,2024-09-20,12:18:11
1220,87403383,2024-08-15,03:20:29
2384,52274436,2024-09-09,02:11:40
1953,75492750,2024-07-09,03:00:00
5366,26274462,2024-12-11,10:36:57
3886,46518420,2024-02-03,23:56:38
1074,92207574,2024-08-13,06:27:19
4072,76094925,2024-12-21,23:41:31
3650,33402660,2024-01-28,14:27:44
4624,21987753,2024-11-04,01:35:21
4688,79283733,2024-01-16,15:07:53
5821,96334221,2024-01-28,22:12:11
1173,90676107,2024-12-15,11:59:32
5657,44942664,2024-10-04,22:35:57
4823,43112052,2024-07-15,21:10:27
1044,36523092,2024-01-19,13:17:30
5715,43571259,2024-07-21,18:09:48
5278,25177338,2024-10-17,14:22:41
1900,73451571,2024-07-13,11:41:28
1704,52265889,2024-12-26,01:59:25
3070,59163318,2024-12-12,05:21:50
1456,36662952,2024-03-28,06:51:25
5349,67185843,2024-12-12,02:29:05
1533,39003276,2024-10-04,18:20:29
4547,64558806,2024-11-19,08:34:07
4262,33201417,2024-10-08,06:36:56
3668,35961321,2024-02-06,09:12:59
4267,26798160,2024-05-10,16:30:30
4962,86384736,2024-05-20,10:38:12
2659,63719646,2024-08-26,12:17:51
5170,82554903,2024-04-21,12:52:20
4445,22884411,2024-08-01,07:15:26
2791,81718851,2024-01-14,08:40:08
3426,57198285,2024-09-06,23:39:38
5875,32636538,2024-06-26,05:08:16
4946,45119043,2024-05-31,02:39:28
4273,92687760,2024-11-05,00:27:10
3624,57624081,2024-07-05,18:38:40
3914,77828412,2024-07-09,10:40:59
3232,77105802,2024-08-01,09:35:33
1283,94086360,2024-03-31,12:40:33
4004,63389421,2024-08-11,19:02:35
2685,91458546,2024-04-22,18:25:33
2853,78875031,2024-09-06,14:39:15
4511,79385520,2024-01-06,04:42:03
1448,73247997,2024-01-03,22:20:45
4409,45523860,2024-09-18,10:27:38
1981,55990827,2024-04-25,06:35:59
5780,33971424,2024-07-29,20:54:59
1960,44742975,2024-07-05,08:23:38
4166,46991613,2024-12-11,13:36:15
4527,85866477,2024-10-30,04:49:34
2603,43962090,2024-02-20,23:31:59
5355,97716504,2024-03-01,11:45:09
3011,54641178,2024-04-30,19:02:49
5384,39988512,2024-09-22,02:42:32
1006,37114389,2024-07-27,11:32:49
3810,67923993,2024-01-17,21:39:46
5688,77506734,2024-08-20,12:26:53
5039,56101938,2024-07-10,15:31:14
4809,39182763,2024-11-08,12:45:29
3055,88960491,2024-07-16,00:58:56
4254,68913891,2024-07-11,05:29:58
1329,68135337,2024-04-09,15:25:23
2726,53217714,2024-03-28,01:16:23
1277,41451603,2024-09-24,10:54:11
2563,53463246,2024-08-24,22:49:23
5107,28426752,2024-02-26,05:04:17
1980,97402596,2024-06-20,10:11:34
1932,31510665,2024-02-10,01:25:34
3203,31883625,2024-02-27,04:36:27
2858,57327267,2024-08-06,15:56:34
2452,94209903,2024-05-07,07:25:12
4617,34833894,2024-03-10,11:20:03
2100,81398727,2024-06-17,21:07:54
4801,69990813,2024-03-11,13:49:36
3388,63418947,2024-12-20,06:55:46
3637,90672222,2024-03-29,00:28:08
1075,46218498,2024-12-21,14:33:44
4203,30050682,2024-07-22,03:36:27
3128,35027367,2024-04-30,15:06:22
3733,80463219,2024-09-04,13:50:50
5941,78403392,2024-11-30,23:02:57
3797,27451617,2024-06-11,07:11:56
1922,56412738,2024-12-25,05:18:52
3548,62144667,2024-03-28,18:14:37
4304,52850970,2024-04-26,14:17:46
2125,73173405,2024-08-18,10:24:54
2673,37158678,2024-03-11,20:05:31
2273,75570450,2024-12-09,17:29:48
1291,88436793,2024-06-16,15:36:33
4925,80472543,2024-08-17,17:03:05
1411,75721965,2024-01-18,15:42:45
4867,37121382,2024-09-24,20:23:59
1437,69547146,2024-04-21,23:56:36
2974,42258906,2024-10-10,05:20:42
4862,50146233,2024-05-10,11:32:35
1434,86751480,2024-01-30,10:20:39
3622,34528533,2024-07-10,11:09:40
5082,60512967,2024-09-09,05:17:07
4386,40056111,2024-07-12,05:22:07
2248,58555704,2024-11-05,12:46:20
4247,79659024,2024-12-06,17:29:41
5068,43972968,2024-02-23,11:21:18
2256,40765512,2024-06-14,11:51:44
5624,85942623,2024-08-23,11:17:39
5792,55243353,2024-12-06,13:51:52
1094,21550302,2024-02-19,03:30:52
4318,41024253,2024-03-29,01:11:58
3445,35321073,2024-11-20,20:17:54
1200,42689364,2024-10-31,09:32:07
3822,51420513,2024-04-27,12:17:30
3759,75488865,2024-03-01,11:16:44
3028,81269745,2024-11-04,22:08:23
5283,90530031,2024-06-24,23:42:07
1656,56510640,2024-03-04,06:57:58
3338,76728180,2024-05-19,10:42:38
3669,29856432,2024-12-30,22:57:11
5884,79512948,2024-03-20,07:43:10
4463,93846267,2024-10-19,07:15:42
2933,54816003,2024-05-07,19:09:52
4365,84722733,2024-08-10,10:46:44
3296,42059217,2024-12-25,01:05:48
4473,62209158,2024-03-05,05:52:31
4868,46435281,2024-02-27,00:46:57
3772,66497421,2024-07-15,06:05:36
3544,56586009,2024-01-26,06:51:33
2584,77258094,2024-02-26,00:03:17
5853,90979137,2024-01-30,07:54:07
1327,34091082,2024-10-27,03:39:01
1889,84344334,2024-02-15,19:41:18
2497,34877406,2024-04-22,16:56:30
2976,85730502,2024-04-30,11:20:22
3442,30621000,2024-07-17,22:19:21
1905,75279852,2024-03-19,14:51:40
4625,74824530,2024-12-02,20:42:44
3316,90267405,2024-07-18,07:46:33
4450,29076324,2024-09-24,00:18:35
4278,21625671,2024-01-21,15:03:49
1613,80746824,2024-11-01,23:21:52
4219,76589097,2024-05-04,02:27:20
1769,32158683,2024-07-07,11:50:53
4803,66336582,2024-09-14,01:00:08
4384,20713473,2024-02-10,06:11:19
4965,29696370,2024-04-15,08:32:52
5698,62217705,2024-06-29,16:59:28
5787,54993159,2024-02-23,17:33:35
2170,73961283,2024-12-24,17:24:55
2943,59629518,2024-07-12,04:09:32
4564,56183523,2024-06-14,00:22:03
4360,68273643,2024-08-07,22:36:49
2607,97936395,2024-05-29,10:51:35
3595,31346718,2024-07-09,00:28:38
3508,69053751,2024-12-03,15:20:00
2727,82375416,2024-04-19,07:26:15
5341,63447696,2024-10-07,15:13:29
4449,56829987,2024-09-26,05:26:15
3381,82695540,2024-07-14,23:57:26
5646,70607751,2024-03-14,03:21:34
3586,61042881,2024-06-20,13:38:19
5732,94566546,2024-05-21,01:36:39
2494,37116720,2024-11-28,16:32:20
3663,23359935,2024-12-14,02:05:08
1989,62326485,2024-07-04,18:15:26
1808,77054520,2024-02-13,14:17:46
1239,47248023,2024-06-14,03:04:32
1939,95035854,2024-05-06,10:31:37
3828,97128315,2024-10-03,12:19:05
1806,26922480,2024-09-05,20:09:07
3858,52893705,2024-06-18,04:11:22
1624,52837761,2024-07-03,11:47:10
1853,86039748,2024-12-25,11:32:52
3767,45210729,2024-02-11,06:21:48
5818,50876613,2024-12-06,10:33:46
1598,36605454,2024-10-16,19:55:18
3238,36728220,2024-05-22,05:08:38
1552,44658282,2024-11-23,00:11:06
2662,32649747,2024-11-21,12:34:49
5214,75603861,2024-01-12,07:37:07
2338,56400306,2024-06-07,19:37:12
5672,25035147,2024-03-09,18:12:08
4522,37528530,2024-07-10,17:53:36
5629,20669961,2024-07-02,02:46:27
2481,28980753,2024-11-20,23:43:47
2554,69150099,2024-01-30,18:42:47
3724,44281437,2024-08-15,11:54:14
4772,54951201,2024-08-13,06:53:48
1744,26988525,2024-08-31,02:34:44
4729,21610131,2024-12-05,02:23:06
5837,34748424,2024-06-02,17:41:52
2516,61592997,2024-11-11,02:41:45
1480,33194424,2024-02-21,17:32:01
5947,63357564,2024-02-22,04:00:17
3974,22603914,2024-04-24,22:09:17
4687,44815236,2024-10-17,21:07:35
1103,96795759,2024-09-14,19:45:19
1213,91549455,2024-01-06,08:49:53
2884,60867279,2024-03-01,21:18:34
4051,43274445,2024-04-19,05:52:13
4482,72623289,2024-01-24,12:08:00
3152,27117507,2024-12-01,23:23:41
1255,32897610,2024-04-12,13:29:21
5915,64315605,2024-12-16,14:30:57
1003,33495900,2024-11-16,18:51:02
2430,31666065,2024-03-23,01:05:31
2544,32754642,2024-06-12,00:32:22
4334,76136883,2024-12-10,21:15:07
3395,37171887,2024-09-30,00:07:36
5338,68106588,2024-08-23,01:25:15
4578,37891389,2024-03-23,03:43:53
3228,76567341,2024-08-20,13:43:23
5106,74260428,2024-11-12,23:19:32
3527,46248024,2024-02-26,16:32:46
1097,65495091,2024-06-17,20:31:50
3144,73216917,2024-01-11,14:43:06
2115,44672268,2024-06-04,04:51:07
5644,74378532,2024-04-12,16:32:29
2936,64655154,2024-08-08,10:00:42
4726,97170273,2024-01-04,02:00:14
1225,71383974,2024-09-01,06:41:34
5243,72805107,2024-10-27,11:04:50
3836,47188971,2024-12-17,01:10:58
5611,31457052,2024-09-11,10:57:20
2644,74564235,2024-04-20,13:39:42
5012,69585219,2024-09-16,10:41:54
5493,68671467,2024-01-22,02:48:26
2220,72861828,2024-05-02,13:49:53
3967,57119808,2024-07-30,15:33:05
3773,28101966,2024-12-14,13:47:12
3143,56397198,2024-07-05,05:34:18
4240,47425956,2024-01-23,13:53:35
3234,60464016,2024-06-04,12:35:56
3619,49289202,2024-02-21,04:40:21
4490,71376981,2024-10-12,23:31:42
4573,28858764,2024-02-06,20:29:49
2153,30067776,2024-01-03,20:45:12
2008,53873502,2024-10-19,12:02:04
1537,93083253,2024-03-19,22:51:20
5270,21661413,2024-04-06,21:56:40
2361,47770167,2024-10-14,04:45:46
5856,48986949,2024-04-16,07:52:25
4316,85011000,2024-06-06,01:55:52
3680,97819845,2024-05-17,14:59:57
2955,55122141,2024-02-09,17:58:47
1765,96153957,2024-03-23,22:17:06
4694,72761595,2024-08-23,15:53:27
5073,82799658,2024-08-13,03:15:27
4041,23628777,2024-01-14,18:53:09
2939,40014153,2024-09-15,18:22:06
1209,57757725,2024-05-11,04:28:05
3844,36702579,2024-01-20,01:35:14
5421,83034312,2024-10-30,21:57:03
2792,77144652,2024-01-14,01:00:28
3843,22826913,2024-03-12,02:30:27
4503,66795012,2024-01-23,11:48:20
1165,67271313,2024-03-20,06:59:52
4883,85239438,2024-12-03,14:59:31
2583,60160986,2024-12-21,15:25:23
3329,88175721,2024-07-13,02:59:03
5461,76427481,2024-04-09,15:41:04
2549,61317162,2024-02-25,04:36:52
5418,96521478,2024-12-13,20:14:24
4915,58798905,2024-04-15,06:21:21
1416,62249562,2024-01-06,00:32:08
2583,42197523,2024-06-05,10:54:00
1006,46515312,2024-05-19,02:07:50
3550,55956639,2024-03-28,04:53:22
1011,71470221,2024-08-11,03:59:29
4739,54829989,2024-03-05,13:35:18
2263,41939559,2024-08-11,03:03:26
2094,43827669,2024-10-20,00:23:22
5277,74020335,2024-09-29,16:19:27
2155,24641208,2024-10-23,18:27:01
1319,69020340,2024-09-05,15:31:55
4458,59758500,2024-03-22,13:23:17
5902,75457008,2024-04-12,11:23:39
2435,76448460,2024-11-24,16:47:10
1546,57847080,2024-12-14,00:23:11
3895,74002464,2024-08-23,01:13:46
4630,95284494,2024-04-15,02:34:55
3582,36077871,2024-03-26,23:25:12
2736,73021890,2024-03-01,23:18:12
5871,50502099,2024-12-14,16:22:41
1553,66208377,2024-04-24,11:23:00
5398,47965971,2024-12-31,23:06:01
2150,90472533,2024-07-08,03:20:53
1658,32380128,2024-06-21,00:20:17
1072,71196717,2024-03-26,10:17:20
2494,44108166,2024-09-25,22:00:36
5829,43808244,2024-02-28,05:43:22
4696,55439934,2024-04-28,02:12:17
3858,38414310,2024-11-11,23:16:15
5722,54070083,2024-01-31,22:48:32
4020,57422838,2024-09-22,22:37:24
5915,23928699,2024-11-05,21:53:31
4335,54359127,2024-01-16,18:14:16
3281,22210752,2024-01-08,07:52:31
5045,67278306,2024-08-06,21:03:18
4939,88015659,2024-12-28,18:21:11
5383,82944957,2024-07-30,00:22:28
5274,46140798,2024-02-01,02:01:11
5305,61476447,2024-08-25,05:38:20
4010,96215340,2024-08-21,03:06:37
5341,25440741,2024-01-21,22:22:26
5367,54202950,2024-12-23,00:24:09
1274,38523867,2024-10-27,14:56:54
3571,23310984,2024-04-05,16:46:56
5099,35685486,2024-10-02,23:13:56
3678,82929417,2024-04-26,11:02:30
4795,36426744,2024-05-06,07:53:40
5677,91325679,2024-12-08,11:50:22
1884,91470978,2024-11-14,12:43:44
1483,59613978,2024-09-02,23:39:18
4106,49439163,2024-06-12,23:21:50
1134,90505944,2024-08-04,03:06:52
2070,72636498,2024-07-05,16:17:58
2668,54675366,2024-11-14,05:58:37
3356,47516088,2024-12-13,23:28:56
3103,70673019,2024-12-31,15:10:33
5618,55247238,2024-06-12,12:23:55
3604,97643466,2024-10-25,05:11:59
2290,21635772,2024-05-03,00:16:01
1591,27576714,2024-11-17,10:37:16
3049,77477985,2024-02-21,11:06:41
3215,37184319,2024-05-29,22:14:47
3723,96488067,2024-11-24,03:07:31
3835,25711137,2024-10-27,15:23:45
4193,48723546,2024-06-14,07:34:35
1050,86206026,2024-09-08,06:36:00
1492,20681616,2024-12-27,00:25:28
1987,70106586,2024-12-31,23:24:34
4711,38503665,2024-12-13,07:05:59
2494,93732825,2024-11-05,00:42:33
3198,25692489,2024-10-20,05:12:05
3293,76684668,2024-02-26,02:16:48
1402,40115163,2024-11-14,00:25:37
1256,66297732,2024-02-27,02:03:27
1706,96551004,2024-01-20,09:26:34
4822,57958968,2024-08-30,08:48:49
1371,63635730,2024-02-26,17:51:58
2522,70243338,2024-12-21,03:04:40
5853,76335018,2024-08-22,10:00:43
3995,64756164,2024-10-11,16:32:45
5385,38411202,2024-11-09,16:03:01
4026,35820684,2024-04-21,19:26:30
5046,67861833,2024-11-22,23:18:30
3601,29499012,2024-06-07,12:06:45
2052,72364548,2024-08-11,02:57:45
4418,26315643,2024-03-01,03:29:56
4286,33770958,2024-03-02,03:29:35
5546,26351385,2024-10-18,01:02:47
4645,50694018,2024-09-20,02:55:19
1460,31499787,2024-05-21,02:35:55
