crm,nome,idade,cidade,especialidade,numeroA
3381,Monroe,1971-09-03,Santa Luzia,Cirurgião,610
3382,Wilhelm,1947-11-21,Betim,Cardiologista,52
3383,Fleeta,1974-01-27,Belo Horizonte,Neurologista,435
3384,Murray,1956-10-10,Belo Horizonte,Cirurgião,615
3385,Walter,1962-07-19,Betim,Dermatologista,364
3386,Pleas,1973-01-07,Contagem,Dermatologista,854
3387,Theola,1971-05-25,Contagem,Dermatologista,510
3388,Jane,1985-12-02,Santa Luzia,Cardiologista,579
3389,Ludie,1990-09-27,Betim,Ortopedista,678
3390,Billie,1989-01-17,Contagem,Cirurgião,471
3391,Henry,1991-08-09,Santa Luzia,Pediatra,586
3392,Willma,1956-03-25,Belo Horizonte,Cardiologista,550
3393,Yetta,1958-05-24,Betim,Pediatra,700
3394,Carmen,1975-10-18,Contagem,Cardiologista,878
3395,Rachael,1950-12-20,Ribeirão das Neves,Cardiologista,580
3396,Salina,1971-09-10,Belo Horizonte,Pediatra,899
3397,Aura,1991-05-02,Ribeirão das Neves,Neurologista,498
3398,Fletcher,1976-09-07,Santa Luzia,Cirurgião,109
3399,Rochelle,1999-10-16,Betim,Dermatologista,186
3400,Hattie,1979-01-24,Betim,Neurologista,235
3401,Felicitas,1946-01-17,Contagem,Pediatra,916
3402,Margurite,1972-09-21,Ribeirão das Neves,Pediatra,988
3403,Kelley,1998-12-15,Contagem,Dermatologista,552
3404,Pearlie,1980-05-12,Betim,Dermatologista,83
3405,Zena,1980-09-27,Betim,Ortopedista,408
3406,Courtney,1981-07-03,Santa Luzia,Neurologista,250
3407,Josh,1991-05-06,Contagem,Ortopedista,583
3408,Gladys,1995-06-11,Betim,Cardiologista,139
3409,Ann,1969-06-19,Ribeirão das Neves,Cardiologista,436
3410,Clarence,1970-03-26,Santa Luzia,Ortopedista,242
3411,Cleve,1987-12-30,Belo Horizonte,Cardiologista,158
3412,Unknown,1947-04-30,Belo Horizonte,Neurologista,951
3413,Ethie,1981-05-23,Santa Luzia,Ortopedista,582
3414,Lavada,1951-09-03,Contagem,Pediatra,665
3415,Bee,1967-03-29,Contagem,Cirurgião,909
3416,Elma,1948-06-04,Belo Horizonte,Dermatologista,703
3417,Perry,1996-01-14,Betim,Ortopedista,844
3418,Winfred,1954-09-21,Santa Luzia,Pediatra,593
3419,Lenwood,1986-06-09,Ribeirão das Neves,Cardiologista,289
3420,Floy,1968-01-05,Ribeirão das Neves,Neurologista,632
3421,Cleona,1970-11-25,Ribeirão das Neves,Dermatologista,55
3422,Nugent,1991-10-22,Belo Horizonte,Ortopedista,19
3423,Colletta,1985-12-24,Ribeirão das Neves,Pediatra,124
3424,Mildred,1983-08-14,Ribeirão das Neves,Cardiologista,550
3425,Davie,1965-10-24,Santa Luzia,Cardiologista,10
3426,Echo,1973-09-06,Betim,Ortopedista,536
3427,Pattie,1979-07-10,Contagem,Cirurgião,818
3428,Tressa,1977-09-09,Santa Luzia,Ortopedista,442
3429,Shelton,1966-08-03,Ribeirão das Neves,Pediatra,419
3430,Luetta,1991-04-02,Santa Luzia,Ortopedista,699
3431,Lenore,1957-07-27,Santa Luzia,Neurologista,540
3432,West,1993-01-09,Santa Luzia,Dermatologista,812
3433,Reinhart,1951-06-12,Betim,Pediatra,572
3434,Dicie,1976-10-16,Betim,Cirurgião,761
3435,Jannie,1956-04-04,Betim,Ortopedista,382
3436,Cleopatra,1945-09-01,Belo Horizonte,Neurologista,556
3437,Garnet,1956-07-07,Belo Horizonte,Ortopedista,1000
3438,Verner,1991-11-07,Santa Luzia,Dermatologista,225
3439,Iver,1953-05-07,Betim,Cardiologista,152
3440,Fay,1984-05-14,Santa Luzia,Cirurgião,495
3441,Lupe,1993-10-26,Ribeirão das Neves,Pediatra,598
3442,Dessie,1987-05-22,Belo Horizonte,Cardiologista,614
3443,Viva,1999-06-16,Contagem,Ortopedista,116
3444,Ula,1977-03-10,Ribeirão das Neves,Pediatra,174
3445,Shed,1955-04-15,Belo Horizonte,Cardiologista,975
3446,Helga,1997-08-30,Belo Horizonte,Pediatra,696
3447,Mabell,1975-09-09,Contagem,Cardiologista,576
3448,Valda,1990-07-25,Ribeirão das Neves,Dermatologista,369
3449,Thresa,1994-10-06,Belo Horizonte,Pediatra,635
3450,Evangelina,1989-01-19,Belo Horizonte,Neurologista,563
3451,Lorraine,1956-10-02,Betim,Cirurgião,733
3452,Virgin,1974-12-17,Contagem,Cirurgião,43
3453,Lelia,1953-07-01,Betim,Cardiologista,698
3454,Augustine,1944-09-24,Contagem,Neurologista,108
3455,Maxie,1992-10-28,Betim,Cardiologista,690
3456,Willa,1980-07-21,Santa Luzia,Ortopedista,288
3457,Holland,1959-07-15,Contagem,Pediatra,891
3458,Elizabeth,1964-04-17,Ribeirão das Neves,Ortopedista,180
3459,Shelly,1948-11-30,Belo Horizonte,Neurologista,477
3460,Arthur,1963-07-08,Santa Luzia,Neurologista,730
3461,Lisa,1949-01-07,Contagem,Pediatra,736
3462,Emelia,1967-06-02,Betim,Neurologista,889
3463,Ruffus,1980-08-28,Belo Horizonte,Pediatra,379
3464,Averil,1958-03-04,Betim,Dermatologista,255
3465,Obie,1968-08-31,Ribeirão das Neves,Cardiologista,894
3466,Freida,1978-09-30,Ribeirão das Neves,Cardiologista,2
3467,Josefa,1954-06-22,Betim,Pediatra,900
3468,Algie,1950-02-03,Contagem,Dermatologista,513
3469,Lollie,1952-11-17,Betim,Cirurgião,266
3470,Olive,1948-03-14,Santa Luzia,Cirurgião,826
3471,Artie,1984-03-13,Belo Horizonte,Cardiologista,239
3472,Morris,1975-03-17,Belo Horizonte,Cardiologista,842
3473,Vernita,1987-02-21,Ribeirão das Neves,Cirurgião,463
3474,Basil,1972-04-25,Belo Horizonte,Cirurgião,150
3475,Drew,1984-07-05,Contagem,Neurologista,99
3476,Augustine,1987-05-13,Ribeirão das Neves,Neurologista,419
3477,General,1986-12-26,Belo Horizonte,Neurologista,796
3478,Jewel,1955-02-19,Santa Luzia,Pediatra,611
3479,Adine,1974-09-24,Santa Luzia,Neurologista,822
3480,Roma,1983-04-16,Belo Horizonte,Neurologista,960
3481,Emeline,1970-06-09,Ribeirão das Neves,Cirurgião,211
3482,Merton,1953-06-12,Ribeirão das Neves,Cardiologista,179
3483,Salome,1951-09-07,Belo Horizonte,Dermatologista,452
3484,Leanora,1979-02-28,Ribeirão das Neves,Dermatologista,495
3485,Elcie,1968-02-27,Santa Luzia,Cardiologista,913
3486,Josef,1980-07-04,Betim,Pediatra,438
3487,Ebba,1991-04-02,Ribeirão das Neves,Cirurgião,988
3488,Kathryne,1984-04-01,Ribeirão das Neves,Pediatra,620
3489,Zeb,1952-03-02,Ribeirão das Neves,Ortopedista,204
3490,Russel,1950-05-13,Santa Luzia,Dermatologista,702
3491,Tony,1990-07-19,Belo Horizonte,Ortopedista,290
3492,Urban,1972-06-13,Betim,Dermatologista,745
3493,Eve,1972-04-23,Contagem,Ortopedista,735
3494,Geo,1973-06-02,Ribeirão das Neves,Ortopedista,838
3495,Estelle,1988-07-19,Contagem,Pediatra,129
3496,Albert,1997-03-29,Santa Luzia,Cardiologista,381
3497,Cecile,1971-05-25,Ribeirão das Neves,Cardiologista,259
3498,Dorothea,1973-01-24,Ribeirão das Neves,Cirurgião,307
3499,Christopher,1951-08-26,Belo Horizonte,Cirurgião,722
3500,Orville,1973-07-17,Santa Luzia,Dermatologista,762
3501,Jamie,1995-10-28,Betim,Cardiologista,504
3502,Benjman,1961-02-25,Ribeirão das Neves,Cirurgião,882
3503,Anthony,1979-09-04,Ribeirão das Neves,Cardiologista,306
3504,Gillie,1997-11-27,Betim,Pediatra,601
3505,Dennie,1984-06-14,Contagem,Ortopedista,924
3506,Olga,1992-07-19,Ribeirão das Neves,Neurologista,480
3507,Alvena,1997-01-29,Betim,Dermatologista,510
3508,Ace,1984-07-18,Ribeirão das Neves,Pediatra,723
3509,Angie,1973-07-21,Belo Horizonte,Cirurgião,94
3510,Fernando,1986-09-27,Contagem,Cardiologista,490
3511,Susanne,1951-05-06,Ribeirão das Neves,Dermatologista,508
3512,Arleen,1965-01-23,Betim,Pediatra,392
3513,Emeline,1967-02-14,Belo Horizonte,Cardiologista,831
3514,Talmadge,1950-04-19,Belo Horizonte,Neurologista,438
3515,Jimmy,1983-11-27,Belo Horizonte,Neurologista,741
3516,Ava,1982-09-18,Santa Luzia,Neurologista,56
3517,Iona,1951-07-15,Belo Horizonte,Cardiologista,453
3518,Amy,1994-07-21,Belo Horizonte,Cardiologista,815
3519,Floy,1945-12-09,Ribeirão das Neves,Cardiologista,55
3520,Drucilla,1951-03-11,Contagem,Dermatologista,457
3521,Isabel,1963-12-01,Betim,Cirurgião,509
3522,Erline,1996-09-17,Betim,Neurologista,862
3523,Arther,1959-04-23,Betim,Neurologista,951
3524,Katrina,1959-01-26,Betim,Neurologista,450
3525,Bulah,1985-06-12,Contagem,Cirurgião,527
3526,Irwin,1958-07-21,Betim,Dermatologista,881
3527,Reynolds,1964-06-21,Ribeirão das Neves,Cardiologista,594
3528,Bama,1991-04-25,Santa Luzia,Ortopedista,887
3529,Jefferson,1953-04-12,Belo Horizonte,Ortopedista,903
3530,Arlena,1946-02-05,Ribeirão das Neves,Cardiologista,443
3531,Argie,1946-11-22,Belo Horizonte,Dermatologista,342
3532,Veda,1993-11-22,Contagem,Cardiologista,47
3533,Lilly,1992-09-16,Ribeirão das Neves,Neurologista,807
3534,Icy,1997-06-28,Betim,Neurologista,616
3535,Edison,1945-11-08,Belo Horizonte,Neurologista,609
3536,Lawerence,1996-02-21,Santa Luzia,Neurologista,301
3537,Maron,1961-07-04,Ribeirão das Neves,Dermatologista,75
3538,Sadie,1962-06-17,Ribeirão das Neves,Pediatra,804
3539,Flo,1976-08-07,Belo Horizonte,Ortopedista,170
3540,Amelia,1961-06-04,Betim,Neurologista,252
3541,Humphrey,1986-12-22,Contagem,Cirurgião,216
3542,Emmet,1944-06-19,Betim,Dermatologista,547
3543,Rachel,1944-11-01,Contagem,Ortopedista,751
3544,Leopoldo,1974-08-13,Contagem,Neurologista,679
3545,Evalena,1967-02-22,Betim,Cardiologista,195
3546,Ana,1978-02-20,Belo Horizonte,Cardiologista,710
3547,Leslie,1965-05-04,Belo Horizonte,Neurologista,736
3548,Frona,1959-07-28,Contagem,Cirurgião,64
3549,Douglas,1990-06-29,Betim,Cardiologista,420
3550,Daphne,1984-06-21,Santa Luzia,Cardiologista,512
3551,Alex,1994-02-27,Santa Luzia,Cirurgião,450
3552,Leigh,1987-01-22,Betim,Neurologista,381
3553,Flo,1964-09-10,Betim,Cirurgião,238
3554,Maynard,1992-01-13,Contagem,Pediatra,706
3555,Bernhard,1981-10-19,Belo Horizonte,Dermatologista,315
3556,Almeter,1995-08-25,Contagem,Cirurgião,105
3557,Ross,1954-01-14,Ribeirão das Neves,Neurologista,515
3558,Michelina,1970-05-30,Belo Horizonte,Dermatologista,69
3559,Evelena,1950-03-18,Ribeirão das Neves,Cirurgião,359
3560,Rosamond,1949-05-08,Belo Horizonte,Ortopedista,950
3561,Garfield,1966-06-11,Belo Horizonte,Ortopedista,438
3562,Phoebe,1946-04-17,Betim,Cirurgião,782
3563,Odette,1960-03-13,Betim,Dermatologista,96
3564,Coy,1967-10-27,Betim,Cirurgião,518
3565,Bradley,1952-07-31,Ribeirão das Neves,Cirurgião,801
3566,Lutie,1993-10-01,Betim,Pediatra,493
3567,Emory,1948-07-25,Belo Horizonte,Neurologista,416
3568,Romilda,1972-03-05,Betim,Neurologista,426
3569,Helen,1961-07-08,Betim,Cirurgião,798
3570,Burr,1984-10-11,Contagem,Neurologista,703
3571,Elene,1958-12-24,Ribeirão das Neves,Ortopedista,498
3572,Omar,1961-05-02,Santa Luzia,Pediatra,926
3573,Mabell,1994-07-21,Contagem,Cirurgião,11
3574,Aggie,1982-08-13,Belo Horizonte,Pediatra,376
3575,Leafy,1998-07-31,Belo Horizonte,Cirurgião,729
3576,Ursula,1958-06-22,Santa Luzia,Cardiologista,943
3577,Rosanna,1975-01-08,Belo Horizonte,Neurologista,668
3578,Eddie,1959-06-21,Contagem,Neurologista,980
3579,Izetta,1944-11-27,Ribeirão das Neves,Pediatra,225
3580,Eupha,1945-05-31,Santa Luzia,Ortopedista,624
3581,Dellar,1986-06-13,Betim,Ortopedista,439
3582,Bernie,1948-02-23,Belo Horizonte,Neurologista,39
3583,Lilian,1970-06-22,Betim,Ortopedista,98
3584,Della,1964-06-08,Ribeirão das Neves,Pediatra,789
3585,Margarett,1979-12-13,Contagem,Ortopedista,279
3586,Antonia,1986-01-16,Santa Luzia,Neurologista,543
3587,Norene,1964-09-12,Betim,Cardiologista,313
3588,Erna,1960-06-15,Betim,Pediatra,54
3589,Lota,1956-06-26,Santa Luzia,Ortopedista,651
3590,Tommie,1958-09-25,Santa Luzia,Cardiologista,219
3591,Nonnie,1955-05-17,Betim,Neurologista,909
3592,Rennie,1953-05-06,Belo Horizonte,Ortopedista,43
3593,Moroni,1991-08-27,Santa Luzia,Neurologista,688
3594,Otis,1957-02-27,Betim,Dermatologista,617
3595,Hope,1967-03-14,Santa Luzia,Neurologista,773
3596,Jasper,1982-01-07,Ribeirão das Neves,Dermatologista,353
3597,Felipe,1993-07-23,Belo Horizonte,Cardiologista,831
3598,Justine,1969-02-17,Betim,Cardiologista,643
3599,Hartwell,1993-07-29,Ribeirão das Neves,Dermatologista,698
3600,Issac,1974-10-06,Betim,Cardiologista,132
3601,Theresia,1953-04-23,Betim,Ortopedista,251
3602,Dovie,1974-06-28,Santa Luzia,Pediatra,729
3603,Benita,1957-11-24,Betim,Ortopedista,897
3604,Bess,1985-10-28,Santa Luzia,Cirurgião,181
3605,Letitia,1956-04-09,Belo Horizonte,Cardiologista,613
3606,Roena,1984-03-24,Betim,Cirurgião,612
3607,Brad,1966-08-06,Ribeirão das Neves,Ortopedista,968
3608,Ernie,1986-12-11,Ribeirão das Neves,Cardiologista,738
3609,Melinda,1984-02-25,Contagem,Pediatra,81
3610,Malcolm,1983-09-28,Betim,Cirurgião,671
3611,Eleonore,1994-06-27,Betim,Neurologista,261
3612,Warner,1978-04-27,Betim,Cardiologista,31
3613,Reinhard,1948-04-23,Contagem,Pediatra,54
3614,Alois,1993-02-12,Santa Luzia,Pediatra,215
3615,Mossie,1957-09-30,Betim,Dermatologista,686
3616,Selena,1994-06-19,Ribeirão das Neves,Cardiologista,867
3617,Maudine,1952-09-06,Ribeirão das Neves,Neurologista,479
3618,Seymour,1996-08-16,Betim,Neurologista,228
3619,Gennaro,1994-10-05,Betim,Neurologista,727
3620,Antonia,1956-04-18,Santa Luzia,Cardiologista,228
3621,Eugene,1954-10-18,Betim,Cirurgião,518
3622,Franklyn,1997-12-25,Belo Horizonte,Pediatra,31
3623,Evalyn,1959-07-18,Belo Horizonte,Ortopedista,485
3624,Madeleine,1985-11-05,Santa Luzia,Cirurgião,112
3625,Curvin,1986-07-03,Ribeirão das Neves,Cardiologista,84
3626,Amy,1972-05-04,Santa Luzia,Pediatra,315
3627,Reta,1994-02-12,Betim,Cirurgião,66
3628,Willie,1950-02-13,Santa Luzia,Cirurgião,989
3629,Cedric,1972-12-18,Contagem,Ortopedista,25
3630,Pablo,1972-08-23,Belo Horizonte,Neurologista,111
3631,Mignon,1960-02-15,Ribeirão das Neves,Neurologista,635
3632,Aurelia,1989-08-03,Santa Luzia,Dermatologista,940
3633,Ike,1983-04-26,Ribeirão das Neves,Neurologista,739
3634,Luna,1975-12-10,Belo Horizonte,Neurologista,577
3635,Marvel,1994-11-17,Betim,Cirurgião,685
3636,Luis,1945-11-02,Contagem,Cirurgião,257
3637,Leda,1985-12-06,Betim,Neurologista,71
3638,Mose,1956-06-29,Belo Horizonte,Dermatologista,701
3639,Margueritte,1946-01-29,Betim,Cirurgião,568
3640,Euna,1994-09-03,Belo Horizonte,Pediatra,974
3641,Rodger,1980-02-21,Betim,Pediatra,347
3642,Pinckney,1978-01-05,Ribeirão das Neves,Ortopedista,833
3643,Winona,1957-06-06,Santa Luzia,Ortopedista,538
3644,Rosario,1948-01-31,Belo Horizonte,Neurologista,570
3645,Hermine,1975-11-04,Contagem,Pediatra,75
3646,Louvenia,1956-09-03,Belo Horizonte,Dermatologista,177
3647,Susana,1950-02-12,Betim,Neurologista,367
3648,Rosey,1975-04-21,Ribeirão das Neves,Pediatra,958
3649,Aura,1972-03-14,Ribeirão das Neves,Neurologista,428
3650,Vernie,1944-10-20,Santa Luzia,Ortopedista,102
3651,Sylvia,1966-11-14,Betim,Cirurgião,985
3652,Aline,1965-08-13,Belo Horizonte,Pediatra,276
3653,Rosena,1966-05-24,Ribeirão das Neves,Neurologista,2
3654,Irine,1987-06-30,Contagem,Neurologista,909
3655,Fred,1948-10-30,Santa Luzia,Cardiologista,23
3656,Luna,1990-11-20,Belo Horizonte,Cirurgião,897
3657,Clarice,1972-05-08,Betim,Neurologista,837
3658,Lincoln,1979-06-01,Contagem,Pediatra,842
3659,Norwood,1957-02-15,Betim,Dermatologista,111
3660,Ivey,1990-01-16,Ribeirão das Neves,Cirurgião,839
3661,Thurman,1984-12-24,Belo Horizonte,Cardiologista,113
3662,Kathryn,1959-01-24,Betim,Neurologista,769
3663,Zuma,1980-06-05,Contagem,Pediatra,749
3664,Ivory,1981-07-21,Ribeirão das Neves,Cardiologista,855
3665,Macie,1986-10-10,Betim,Neurologista,552
3666,Goff,1959-09-05,Betim,Dermatologista,363
3667,Mona,1950-04-24,Contagem,Dermatologista,380
3668,Reese,1963-12-04,Betim,Neurologista,653
3669,Tomas,1977-12-19,Contagem,Neurologista,571
3670,Billie,1964-02-21,Contagem,Cardiologista,587
3671,Rilla,1974-06-01,Contagem,Neurologista,45
3672,Marvin,1988-08-20,Santa Luzia,Cirurgião,68
3673,Hartwell,1953-04-13,Contagem,Dermatologista,518
3674,Roena,1986-04-23,Contagem,Pediatra,816
3675,Epifanio,1946-02-20,Betim,Pediatra,494
3676,Gibson,1982-02-05,Belo Horizonte,Cardiologista,41
3677,Levada,1944-12-03,Belo Horizonte,Dermatologista,493
3678,Antone,1949-10-12,Ribeirão das Neves,Neurologista,67
3679,Bedford,1993-06-02,Contagem,Cirurgião,187
3680,Violetta,1985-05-02,Contagem,Cirurgião,620
3681,Frederic,1986-08-08,Betim,Neurologista,816
3682,Beula,1961-01-08,Belo Horizonte,Ortopedista,903
3683,Colette,1982-02-16,Ribeirão das Neves,Pediatra,148
3684,Alvis,1949-10-04,Belo Horizonte,Cardiologista,653
3685,Georgie,1991-09-13,Santa Luzia,Ortopedista,880
3686,Tim,1986-08-14,Contagem,Cardiologista,559
3687,Alfredo,1984-05-14,Ribeirão das Neves,Ortopedista,531
3688,Valeria,1968-02-16,Ribeirão das Neves,Pediatra,61
3689,Betty,1944-10-15,Ribeirão das Neves,Cirurgião,574
3690,Arie,1988-02-09,Belo Horizonte,Neurologista,725
3691,Eleonora,1967-03-19,Santa Luzia,Pediatra,178
3692,Sanford,1972-08-01,Belo Horizonte,Dermatologista,772
3693,Vaughn,1954-08-07,Belo Horizonte,Pediatra,826
3694,Gertude,1969-12-18,Belo Horizonte,Pediatra,463
3695,Octavia,1976-11-23,Belo Horizonte,Neurologista,785
3696,Bruce,1971-10-04,Belo Horizonte,Pediatra,369
3697,Floy,1948-04-03,Ribeirão das Neves,Pediatra,867
3698,Ephraim,1947-01-06,Betim,Ortopedista,422
3699,Corrie,1951-12-27,Santa Luzia,Pediatra,438
3700,Lelar,1962-10-22,Ribeirão das Neves,Cardiologista,906
3701,Earnest,1947-02-24,Betim,Dermatologista,253
3702,Flora,1998-03-30,Betim,Neurologista,244
3703,Bert,1965-09-17,Santa Luzia,Dermatologista,200
3704,Beda,1986-01-27,Santa Luzia,Pediatra,903
3705,Elfrieda,1969-08-12,Ribeirão das Neves,Neurologista,999
3706,Claribel,1996-03-05,Contagem,Pediatra,205
3707,Evalena,1995-08-27,Belo Horizonte,Dermatologista,771
3708,Lidwina,1964-03-21,Belo Horizonte,Dermatologista,11
3709,Mozelle,1960-05-09,Betim,Cirurgião,260
3710,Otila,1983-06-21,Belo Horizonte,Cardiologista,535
3711,Bridget,1995-07-01,Santa Luzia,Cirurgião,36
3712,Cleve,1977-07-30,Santa Luzia,Dermatologista,653
3713,Margarette,1974-03-31,Ribeirão das Neves,Neurologista,963
3714,Violet,1957-02-11,Belo Horizonte,Pediatra,602
3715,Anson,1993-12-07,Betim,Ortopedista,463
3716,Selma,1986-07-23,Betim,Pediatra,399
3717,Claude,1944-04-26,Ribeirão das Neves,Cirurgião,300
3718,Theresia,1976-10-22,Betim,Ortopedista,349
3719,Gail,1985-06-18,Contagem,Dermatologista,951
3720,Tomas,1989-10-16,Betim,Cardiologista,119
3721,Campbell,1983-09-22,Contagem,Cirurgião,259
3722,Bonnie,1969-06-08,Betim,Ortopedista,538
3723,Loyce,1958-10-29,Contagem,Cardiologista,539
3724,Leota,1991-01-24,Ribeirão das Neves,Ortopedista,679
3725,Sandy,1996-09-24,Contagem,Pediatra,975
3726,Nanna,1984-06-15,Santa Luzia,Dermatologista,604
3727,Miley,1985-09-07,Betim,Ortopedista,898
3728,Arthur,1988-12-07,Ribeirão das Neves,Cirurgião,117
3729,Lesley,1945-07-29,Santa Luzia,Neurologista,896
3730,Versa,1982-06-08,Contagem,Pediatra,412
3731,Nita,1973-11-02,Ribeirão das Neves,Pediatra,859
3732,Vernie,1996-08-27,Betim,Neurologista,111
3733,Emaline,1985-07-13,Belo Horizonte,Pediatra,220
3734,Macy,1978-11-14,Ribeirão das Neves,Pediatra,221
3735,Ezra,1982-05-27,Belo Horizonte,Dermatologista,385
3736,Hildegarde,1977-03-09,Contagem,Ortopedista,566
3737,Lake,1971-08-29,Belo Horizonte,Neurologista,624
3738,Alphonsus,1954-04-14,Santa Luzia,Cardiologista,809
3739,Edward,1957-10-04,Belo Horizonte,Cardiologista,405
3740,Marianne,1971-02-02,Ribeirão das Neves,Ortopedista,634
3741,Wardell,1989-03-13,Belo Horizonte,Dermatologista,314
3742,Mervin,1992-09-20,Santa Luzia,Ortopedista,85
3743,Loney,1953-02-22,Santa Luzia,Dermatologista,36
3744,Vashti,1983-12-07,Betim,Neurologista,732
3745,Felipa,1996-02-13,Betim,Cardiologista,264
3746,Jessie,1949-09-28,Santa Luzia,Cirurgião,349
3747,Stanford,1980-01-04,Contagem,Cirurgião,78
3748,Della,1991-01-04,Ribeirão das Neves,Ortopedista,937
3749,Alta,1980-05-14,Ribeirão das Neves,Cirurgião,873
3750,Apolonio,1956-09-21,Betim,Pediatra,130
3751,Elmer,1985-10-17,Contagem,Pediatra,904
3752,Octave,1971-09-16,Betim,Dermatologista,999
3753,Florian,1971-07-07,Santa Luzia,Pediatra,171
3754,Winnifred,1963-08-04,Betim,Cardiologista,604
3755,June,1995-01-22,Belo Horizonte,Pediatra,922
3756,Zoe,1952-05-07,Contagem,Pediatra,359
3757,Adline,1984-05-23,Belo Horizonte,Pediatra,11
3758,Bennie,1949-02-11,Betim,Neurologista,252
3759,Rheba,1971-03-20,Betim,Neurologista,493
3760,Magdalen,1964-10-14,Ribeirão das Neves,Cirurgião,870
3761,Perna,1953-08-01,Santa Luzia,Cirurgião,199
3762,Merie,1977-10-08,Ribeirão das Neves,Dermatologista,899
3763,Hermine,1966-10-30,Ribeirão das Neves,Ortopedista,499
3764,Evah,1973-07-30,Contagem,Ortopedista,778
3765,Vina,1944-03-10,Betim,Ortopedista,270
3766,Lota,1944-08-06,Betim,Dermatologista,455
3767,Aletha,1946-01-22,Ribeirão das Neves,Ortopedista,624
3768,Thelma,1944-10-02,Contagem,Ortopedista,629
3769,Giles,1970-10-29,Ribeirão das Neves,Pediatra,773
3770,Manuela,1957-06-10,Betim,Cardiologista,356
3771,Emmit,1961-06-29,Belo Horizonte,Cirurgião,377
3772,Cary,1982-12-12,Ribeirão das Neves,Dermatologista,592
3773,Guadalupe,1983-08-24,Contagem,Dermatologista,714
3774,Lacie,1996-11-21,Betim,Cardiologista,292
3775,Lorena,1948-07-10,Belo Horizonte,Neurologista,569
3776,Callie,1945-01-24,Betim,Cirurgião,749
3777,Ivan,1959-12-31,Ribeirão das Neves,Pediatra,767
3778,Dillard,1967-08-04,Belo Horizonte,Ortopedista,777
3779,Classie,1965-04-06,Contagem,Dermatologista,798
3780,Refugia,1994-11-26,Belo Horizonte,Dermatologista,401
3781,Frederic,1950-01-13,Santa Luzia,Pediatra,725
3782,Lou,1958-11-20,Betim,Pediatra,47
3783,Rosebud,1999-11-21,Ribeirão das Neves,Neurologista,597
3784,Mettie,1996-10-04,Ribeirão das Neves,Cirurgião,408
3785,Rissie,1990-12-07,Santa Luzia,Ortopedista,944
3786,Alfred,1979-04-18,Contagem,Neurologista,658
3787,Lorena,1960-12-10,Santa Luzia,Ortopedista,256
3788,Cecil,1983-08-04,Contagem,Dermatologista,280
3789,Craig,1948-11-04,Santa Luzia,Cardiologista,249
3790,Melanie,1993-04-20,Santa Luzia,Pediatra,990
3791,Leathie,1968-07-28,Contagem,Cirurgião,47
3792,Lucille,1962-02-01,Belo Horizonte,Dermatologista,567
3793,Fleta,1973-06-18,Betim,Pediatra,3
3794,Martha,1969-03-02,Ribeirão das Neves,Ortopedista,553
3795,Gary,1955-02-22,Betim,Cirurgião,580
3796,Gordon,1960-07-24,Santa Luzia,Cirurgião,137
3797,Eston,1944-11-03,Betim,Pediatra,882
3798,Magdalene,1976-04-20,Belo Horizonte,Cirurgião,923
3799,Pleasant,1974-11-12,Belo Horizonte,Pediatra,369
3800,Bulah,1995-05-26,Ribeirão das Neves,Dermatologista,256
3801,Ernest,1997-04-01,Santa Luzia,Dermatologista,335
3802,Louvenia,1946-05-09,Contagem,Cirurgião,506
3803,Ila,1985-08-15,Belo Horizonte,Pediatra,971
3804,Dudley,1990-04-10,Contagem,Cardiologista,35
3805,Leana,1949-10-30,Belo Horizonte,Pediatra,577
3806,Celeste,1990-04-03,Ribeirão das Neves,Cardiologista,380
3807,Mena,1994-05-06,Belo Horizonte,Pediatra,934
3808,Rilla,1974-05-19,Belo Horizonte,Cardiologista,853
3809,Mammie,1978-07-31,Contagem,Cardiologista,432
3810,Rogers,1967-05-03,Contagem,Cardiologista,901
3811,Lelar,1982-12-23,Ribeirão das Neves,Cardiologista,712
3812,Cuma,1955-05-28,Contagem,Dermatologista,684
3813,Allen,1983-08-11,Santa Luzia,Cirurgião,551
3814,Octavie,1948-10-15,Ribeirão das Neves,Cardiologista,548
3815,Elden,1964-12-06,Ribeirão das Neves,Dermatologista,282
3816,Irvine,1970-09-04,Santa Luzia,Cirurgião,935
3817,Elfrieda,1945-02-25,Santa Luzia,Ortopedista,16
3818,Josephus,1974-02-08,Belo Horizonte,Cirurgião,526
3819,Raleigh,1952-01-16,Belo Horizonte,Pediatra,914
3820,Kizzie,1958-04-11,Betim,Ortopedista,746
3821,Bartley,1960-08-13,Contagem,Ortopedista,386
3822,Wilhelmina,1946-06-10,Contagem,Neurologista,953
3823,Kenneth,1969-02-27,Ribeirão das Neves,Neurologista,716
3824,Roselle,1966-02-19,Belo Horizonte,Dermatologista,810
3825,Raleigh,1955-03-15,Belo Horizonte,Pediatra,1
3826,Rosanna,1987-02-02,Ribeirão das Neves,Neurologista,903
3827,Joseph,1977-12-27,Santa Luzia,Neurologista,676
3828,Herma,1994-12-05,Betim,Neurologista,827
3829,Fronie,1956-08-23,Ribeirão das Neves,Ortopedista,814
3830,Rutherford,1975-10-16,Ribeirão das Neves,Dermatologista,507
3831,Isabella,1985-02-10,Betim,Neurologista,671
3832,Phoebe,1980-06-10,Belo Horizonte,Pediatra,549
3833,Odell,1956-07-21,Betim,Cardiologista,615
