rg,nome,idade,cidade,salario
10723136,Azalee,1985-09-27,Belo Horizonte,2078.00
10723157,Louisa,1953-10-01,Ribeirão das Neves,1548.00
10723178,Hamp,1972-10-07,Belo Horizonte,2271.00
10723199,Cammie,1986-04-20,Betim,2478.00
10723220,Nelda,1984-03-05,Ribeirão das Neves,2299.00
10723241,Idella,1992-06-03,Contagem,1531.00
10723262,Pollie,1977-12-16,Contagem,2429.00
10723283,Gladyce,1975-09-27,Ribeirão das Neves,2176.00
10723304,Jeffie,1972-01-11,Santa Luzia,2280.00
10723325,Roxanna,1973-11-18,Belo Horizonte,1858.00
10723346,Bula,1976-11-16,Ribeirão das Neves,2280.00
10723367,Willie,1963-01-04,Belo Horizonte,1500.00
10723388,Ester,1953-08-08,Santa Luzia,1883.00
10723409,Harris,1990-05-14,Belo Horizonte,1852.00
10723430,Olinda,1989-04-08,Betim,2339.00
10723451,Arne,1967-03-29,Betim,2311.00
10723472,Birdie,1984-05-20,Betim,2439.00
10723493,Granville,1946-10-29,Santa Luzia,2158.00
10723514,Ethlyn,1960-07-30,Betim,2014.00
10723535,Clydie,1971-06-26,Contagem,2402.00
10723556,Estie,1944-05-11,Betim,1462.00
10723577,Martin,1962-04-18,Ribeirão das Neves,1481.00
10723598,Sigrid,1980-07-12,Contagem,2183.00
10723619,Lora,1981-04-06,Betim,2329.00
10723640,Lu,1979-05-29,Ribeirão das Neves,2295.00
10723661,Guilford,1983-01-18,Santa Luzia,1408.00
10723682,Rina,1981-06-22,Ribeirão das Neves,1714.00
10723703,Grace,1976-09-03,Ribeirão das Neves,2366.00
10723724,Edmond,1965-06-09,Belo Horizonte,1401.00
10723745,Bertram,1954-03-07,Belo Horizonte,1763.00
10723766,Hannah,1987-07-06,Belo Horizonte,1619.00
10723787,Lenord,1981-07-23,Belo Horizonte,2446.00
10723808,Vonda,1952-10-09,Contagem,2295.00
10723829,Mattie,1991-09-28,Ribeirão das Neves,2454.00
10723850,Philomena,1956-02-16,Betim,2224.00
10723871,Silvia,1959-01-20,Betim,2335.00
10723892,Phil,1981-08-30,Contagem,2257.00
10723913,Henry,1960-03-07,Betim,1789.00
10723934,Trixie,1996-06-29,Ribeirão das Neves,2084.00
10723955,Ledora,1986-04-16,Betim,2311.00
10723976,Joan,1983-02-19,Ribeirão das Neves,2074.00
10723997,Albertha,1964-07-30,Contagem,1583.00
10724018,Chesley,1977-04-07,Ribeirão das Neves,2390.00
10724039,Madie,1977-08-07,Belo Horizonte,1593.00
10724060,Ezell,1991-08-19,Ribeirão das Neves,1808.00
10724081,Florencia,1979-04-04,Betim,1577.00
10724102,Melvin,1979-03-08,Belo Horizonte,1773.00
10724123,Savannah,1946-09-23,Santa Luzia,2401.00
10724144,Libbie,1965-02-02,Santa Luzia,1870.00
10724165,Warren,1998-08-01,Ribeirão das Neves,1595.00
10724186,Hildegard,1947-05-01,Santa Luzia,2316.00
10724207,Rollie,1989-02-05,Ribeirão das Neves,1635.00
10724228,Freeman,1951-07-13,Santa Luzia,1638.00
10724249,Henry,1987-11-02,Contagem,2144.00
10724270,Agatha,1966-06-25,Belo Horizonte,2421.00
10724291,David,1968-12-20,Santa Luzia,2453.00
10724312,Wayne,1966-02-17,Ribeirão das Neves,1908.00
10724333,Fate,1974-10-20,Belo Horizonte,1465.00
10724354,Wilson,1946-03-18,Betim,1852.00
10724375,Edmund,1976-05-29,Belo Horizonte,2495.00
10724396,Maebelle,1953-08-14,Santa Luzia,1581.00
10724417,Antonio,1981-06-23,Betim,2202.00
10724438,Gunhild,1962-10-21,Ribeirão das Neves,1786.00
10724459,Judge,1961-10-14,Contagem,2106.00
10724480,Roe,1947-01-23,Belo Horizonte,1722.00
10724501,Oneida,1975-03-10,Betim,1394.00
10724522,Lillis,1945-03-17,Contagem,1829.00
10724543,Merlin,1983-07-05,Betim,1782.00
10724564,Alexander,1993-01-19,Belo Horizonte,1365.00
10724585,Veta,1996-07-11,Ribeirão das Neves,1964.00
10724606,Benedict,1964-07-13,Betim,2391.00
10724627,Rosemarie,1948-01-21,Contagem,2301.00
10724648,Lottie,1965-08-18,Santa Luzia,1780.00
10724669,Drusilla,1983-11-20,Ribeirão das Neves,1914.00
10724690,Anne,1949-07-14,Contagem,2022.00
10724711,Birdell,1953-01-31,Betim,1470.00
10724732,Nobie,1984-04-29,Belo Horizonte,2302.00
10724753,Vona,1945-08-09,Contagem,1794.00
10724774,Malissa,1957-12-14,Contagem,1829.00
10724795,Floyd,1955-05-25,Belo Horizonte,1775.00
10724816,Alexina,1968-05-08,Betim,1699.00
10724837,Cecilia,1985-03-05,Ribeirão das Neves,2150.00
10724858,Press,1954-08-20,Belo Horizonte,1349.00
10724879,Refugia,1947-05-30,Contagem,2139.00
10724900,Bryant,1998-10-16,Belo Horizonte,2011.00
10724921,Jewell,1975-01-23,Betim,1684.00
10724942,Thad,1971-08-04,Betim,2307.00
10724963,Birtha,1996-12-27,Santa Luzia,1719.00
10724984,Bee,1990-06-05,Santa Luzia,1894.00
10725005,Jessica,1986-01-21,Contagem,2310.00
10725026,Luster,1982-02-27,Betim,1845.00
10725047,Wilburn,1971-11-25,Contagem,2233.00
10725068,Earle,1985-04-02,Ribeirão das Neves,2325.00
10725089,Arley,1983-01-24,Betim,2098.00
10725110,Beatrice,1958-12-07,Santa Luzia,2343.00
10725131,Burl,1999-03-12,Santa Luzia,2248.00
10725152,Lambert,1944-03-07,Contagem,1745.00
10725173,Rube,1950-09-28,Ribeirão das Neves,1352.00
10725194,Otelia,1994-04-26,Ribeirão das Neves,2010.00
10725215,Bonnie,1957-12-31,Ribeirão das Neves,1374.00
10725236,Alexandria,1956-04-08,Santa Luzia,2213.00
10725257,Mollie,1966-10-03,Santa Luzia,2237.00
10725278,Clell,1947-03-19,Ribeirão das Neves,1377.00
10725299,Fremont,1967-07-31,Santa Luzia,1998.00
10725320,Forrest,1966-05-24,Ribeirão das Neves,2440.00
10725341,Paralee,1975-03-27,Contagem,2028.00
10725362,Pasco,1951-06-09,Santa Luzia,2379.00
10725383,Vivian,1945-05-26,Ribeirão das Neves,2102.00
10725404,Louanna,1963-11-28,Santa Luzia,1922.00
10725425,Iola,1965-09-19,Belo Horizonte,2194.00
10725446,Meredith,1967-03-20,Contagem,2166.00
10725467,Forrest,1978-08-23,Betim,2134.00
10725488,Ester,1975-09-12,Belo Horizonte,1607.00
10725509,Jeanne,1985-04-20,Santa Luzia,2027.00
10725530,Roe,1975-02-25,Ribeirão das Neves,1584.00
10725551,Bessie,1986-06-22,Ribeirão das Neves,1845.00
10725572,Dorothy,1974-06-04,Betim,1809.00
10725593,Kate,1968-08-23,Betim,2483.00
10725614,Aloysius,1972-03-22,Belo Horizonte,1481.00
10725635,Fanny,1998-12-15,Ribeirão das Neves,1866.00
10725656,Ellene,1946-02-04,Ribeirão das Neves,2169.00
10725677,Eddy,1981-07-21,Betim,2138.00
10725698,Angus,1973-02-04,Belo Horizonte,1897.00
10725719,Alvin,1948-08-03,Betim,1660.00
10725740,Zellie,1974-04-19,Santa Luzia,2086.00
10725761,Bea,1948-04-29,Santa Luzia,1748.00
10725782,Senaida,1958-09-29,Betim,1561.00
10725803,Marcellus,1982-04-16,Santa Luzia,2125.00
10725824,Maybelle,1969-06-06,Ribeirão das Neves,2391.00
10725845,Kathryne,1981-11-26,Belo Horizonte,2326.00
10725866,Edson,1996-06-27,Betim,2429.00
10725887,Imo,1980-11-30,Betim,1545.00
10725908,Sudie,1951-03-31,Contagem,2449.00
10725929,Victoria,1948-09-15,Belo Horizonte,1851.00
10725950,Archie,1991-10-06,Contagem,1692.00
10725971,Angela,1979-10-22,Betim,2257.00
10725992,Lily,1998-09-03,Betim,2499.00
10726013,Maysel,1946-09-02,Santa Luzia,1521.00
10726034,Doris,1979-04-02,Ribeirão das Neves,1544.00
10726055,Idell,1963-09-03,Santa Luzia,1931.00
10726076,Ellie,1948-12-22,Ribeirão das Neves,1567.00
10726097,Bird,1979-11-10,Belo Horizonte,2408.00
10726118,Carlotta,1961-08-15,Betim,1599.00
10726139,Gaines,1955-04-18,Betim,1508.00
10726160,Lelia,1966-03-14,Ribeirão das Neves,1737.00
10726181,Orrie,1978-09-27,Santa Luzia,2167.00
10726202,Dora,1953-08-06,Belo Horizonte,1461.00
10726223,Violette,1956-11-29,Betim,1983.00
10726244,Leathia,1950-05-30,Betim,2361.00
10726265,Lou,1998-12-16,Ribeirão das Neves,1367.00
10726286,Theron,1966-10-30,Ribeirão das Neves,1582.00
10726307,Katie,1955-01-30,Ribeirão das Neves,1420.00
10726328,Archie,1978-09-29,Contagem,2084.00
10726349,Elia,1986-04-12,Contagem,2326.00
10726370,Mitchell,1976-06-12,Belo Horizonte,1339.00
10726391,Gerhard,1990-08-25,Santa Luzia,2313.00
10726412,Nick,1976-04-12,Ribeirão das Neves,2317.00
10726433,Rufina,1984-10-25,Ribeirão das Neves,2119.00
10726454,Beverly,1953-09-23,Ribeirão das Neves,1846.00
10726475,Nova,1996-10-28,Belo Horizonte,2224.00
10726496,Jettie,1969-12-17,Contagem,1502.00
10726517,Taylor,1992-01-31,Ribeirão das Neves,1843.00
10726538,Birtha,1959-03-07,Contagem,1578.00
10726559,Leora,1945-01-09,Ribeirão das Neves,1330.00
10726580,Ocie,1992-04-19,Santa Luzia,2030.00
10726601,Hamilton,1957-11-08,Betim,1549.00
10726622,Larue,1974-02-23,Ribeirão das Neves,2430.00
10726643,Magdalene,1960-03-17,Belo Horizonte,2453.00
10726664,Ignatius,1994-06-08,Betim,2077.00
10726685,Arlie,1963-05-05,Betim,2256.00
10726706,Dahlia,1976-12-15,Contagem,2304.00
10726727,Duke,1963-01-14,Contagem,1630.00
10726748,Aline,1990-09-06,Belo Horizonte,2453.00
10726769,Nealie,1994-01-01,Santa Luzia,2075.00
10726790,Flonnie,1994-03-06,Betim,1682.00
10726811,Ashley,1956-04-08,Ribeirão das Neves,2009.00
10726832,Jean,1947-05-01,Santa Luzia,2372.00
10726853,Eliseo,1987-10-07,Santa Luzia,1888.00
10726874,Trannie,1990-09-05,Contagem,1352.00
10726895,Garland,1975-06-02,Belo Horizonte,1891.00
10726916,Corrie,1974-07-30,Santa Luzia,1338.00
10726937,Fae,1976-03-03,Santa Luzia,1729.00
10726958,Carman,1989-09-14,Betim,1385.00
10726979,Kelsey,1948-10-21,Ribeirão das Neves,2293.00
10727000,Susanna,1955-01-20,Ribeirão das Neves,1493.00
10727021,Evert,1957-03-22,Betim,2372.00
10727042,Lurline,1966-07-12,Betim,1537.00
10727063,Mable,1987-09-26,Contagem,2454.00
10727084,Alla,1995-06-24,Contagem,2039.00
10727105,Orra,1944-04-05,Contagem,1549.00
10727126,Gustave,1978-04-09,Contagem,1910.00
10727147,Ozzie,1958-09-18,Ribeirão das Neves,1569.00
10727168,Bennett,1968-06-15,Ribeirão das Neves,1812.00
10727189,Lucinda,1969-04-30,Contagem,1816.00
10727210,Lindsay,1968-01-23,Santa Luzia,2426.00
10727231,Clarabelle,1960-05-26,Contagem,2209.00
10727252,Magnolia,1980-08-09,Betim,2493.00
10727273,Neola,1958-11-13,Ribeirão das Neves,1920.00
10727294,Valeda,1956-01-16,Belo Horizonte,2243.00
10727315,Esther,1971-04-09,Santa Luzia,2154.00
10727336,Percival,1987-03-12,Santa Luzia,1572.00
10727357,Andres,1977-04-05,Contagem,1400.00
10727378,Anise,1959-03-15,Contagem,2124.00
10727399,Neely,1955-10-28,Contagem,1340.00
10727420,Lilah,1981-02-13,Belo Horizonte,1522.00
10727441,Hamilton,1992-04-07,Contagem,1505.00
10727462,Earlie,1957-01-27,Betim,1447.00
10727483,Alice,1971-07-01,Belo Horizonte,2277.00
10727504,Ivory,1954-10-04,Betim,1949.00
10727525,Phil,1999-06-23,Santa Luzia,1563.00
10727546,Simmie,1981-09-27,Ribeirão das Neves,1716.00
10727567,Herman,1976-07-29,Betim,2274.00
10727588,Roman,1945-08-25,Belo Horizonte,1930.00
10727609,Charlcie,1992-02-01,Contagem,1734.00
10727630,Othelia,1944-07-04,Santa Luzia,2374.00
10727651,Manley,1956-04-29,Ribeirão das Neves,1977.00
10727672,Fleta,1979-06-25,Betim,1975.00
10727693,Leaner,1981-09-10,Ribeirão das Neves,1540.00
10727714,Tommie,1953-07-25,Contagem,2021.00
10727735,Garnette,1950-07-04,Ribeirão das Neves,2107.00
10727756,Margery,1969-10-12,Santa Luzia,1346.00
10727777,Kittie,1959-02-14,Belo Horizonte,1785.00
10727798,Carmella,1999-01-13,Betim,1481.00
10727819,Stephania,1945-08-22,Belo Horizonte,1721.00
10727840,Margarita,1964-12-01,Belo Horizonte,2431.00
10727861,Sidney,1960-01-23,Belo Horizonte,2140.00
10727882,Cecil,1971-08-21,Santa Luzia,2377.00
10727903,Ledora,1993-05-10,Contagem,2362.00
10727924,Cornelius,1981-08-01,Betim,2197.00
10727945,Jimmie,1983-04-10,Betim,1980.00
10727966,Lennie,1981-07-06,Contagem,1474.00
10727987,Zaida,1948-02-12,Ribeirão das Neves,1444.00
10728008,Amalie,1945-08-26,Betim,2353.00
10728029,Ernst,1946-03-31,Betim,2099.00
10728050,Allyn,1945-02-23,Contagem,1589.00
10728071,Adela,1945-02-08,Santa Luzia,1516.00
10728092,Margurite,1976-04-24,Contagem,1765.00
10728113,Zela,1987-08-02,Belo Horizonte,2414.00
10728134,Luvina,1986-07-24,Santa Luzia,2318.00
10728155,Delphia,1974-03-05,Betim,2276.00
10728176,Marguerite,1958-06-30,Belo Horizonte,2302.00
10728197,Newell,1999-12-23,Santa Luzia,2141.00
10728218,Cordelia,1975-11-26,Santa Luzia,1828.00
10728239,Arabelle,1972-05-13,Betim,1872.00
10728260,Roscoe,1977-10-23,Ribeirão das Neves,2337.00
10728281,Tena,1982-09-28,Ribeirão das Neves,2297.00
10728302,Adeline,1960-06-04,Betim,2189.00
10728323,Marshall,1989-11-24,Contagem,2121.00
10728344,Boyce,1995-10-15,Belo Horizonte,1491.00
10728365,Paris,1962-02-11,Ribeirão das Neves,1674.00
10728386,Ivah,1978-05-21,Contagem,2293.00
10728407,Vaughn,1944-07-01,Belo Horizonte,1760.00
10728428,Cleola,1952-11-04,Santa Luzia,1477.00
10728449,Annette,1977-03-27,Contagem,1791.00
10728470,Dolly,1991-10-21,Betim,2041.00
10728491,Angelo,1994-03-29,Betim,1833.00
10728512,Cassius,1954-11-08,Ribeirão das Neves,2188.00
10728533,Cloyd,1945-02-26,Ribeirão das Neves,2251.00
10728554,David,1984-08-07,Belo Horizonte,1785.00
10728575,Eliga,1994-10-26,Santa Luzia,1897.00
10728596,Jane,1950-02-20,Santa Luzia,1988.00
10728617,Bernetta,1969-03-16,Belo Horizonte,1545.00
10728638,Theodore,1959-02-02,Betim,1793.00
10728659,Maryanna,1957-04-13,Santa Luzia,1745.00
10728680,Isla,1987-05-02,Ribeirão das Neves,2252.00
10728701,Eula,1954-07-28,Betim,1619.00
10728722,Eugene,1982-12-07,Ribeirão das Neves,2156.00
10728743,Dana,1957-08-20,Contagem,2398.00
10728764,Vaughn,1989-06-21,Santa Luzia,1936.00
10728785,Ardie,1963-04-16,Betim,1584.00
10728806,Sammy,1989-07-13,Belo Horizonte,1504.00
10728827,Jonnie,1980-10-03,Santa Luzia,1901.00
10728848,Malvina,1999-04-02,Contagem,2131.00
10728869,Larue,1999-08-11,Belo Horizonte,1989.00
10728890,Etter,1978-11-29,Belo Horizonte,2056.00
10728911,Clay,1984-10-27,Contagem,1339.00
10728932,Eileen,1953-01-01,Santa Luzia,1351.00
10728953,Izetta,1982-01-28,Contagem,2321.00
10728974,Jackson,1957-12-31,Ribeirão das Neves,2174.00
10728995,Doris,1974-01-08,Belo Horizonte,2115.00
10729016,Lanora,1955-09-30,Santa Luzia,1335.00
10729037,Toy,1944-09-25,Ribeirão das Neves,2436.00
10729058,Valentine,1975-06-05,Betim,2144.00
10729079,Timothy,1969-01-23,Ribeirão das Neves,2257.00
10729100,Booker,1955-10-19,Belo Horizonte,1400.00
10729121,Juliana,1956-03-19,Santa Luzia,1513.00
10729142,Verne,1975-02-28,Contagem,1417.00
10729163,Odile,1964-01-23,Ribeirão das Neves,1741.00
10729184,Yolanda,1961-03-29,Belo Horizonte,1409.00
10729205,Adelia,1962-11-12,Betim,2329.00
10729226,Omar,1977-03-19,Ribeirão das Neves,1597.00
10729247,Newt,1986-09-10,Ribeirão das Neves,1744.00
10729268,Malissie,1959-02-20,Betim,2296.00
10729289,Iola,1975-06-06,Belo Horizonte,2094.00
10729310,Jack,1973-03-04,Contagem,1761.00
10729331,Wanda,1952-02-05,Betim,2213.00
10729352,Reginald,1991-01-18,Santa Luzia,2105.00
10729373,Jacqueline,1963-01-12,Santa Luzia,1736.00
10729394,Gwendolyn,1954-02-18,Ribeirão das Neves,2092.00
10729415,Willard,1999-04-18,Belo Horizonte,1487.00
10729436,Cleola,1961-03-03,Santa Luzia,2483.00
10729457,George,1999-06-18,Ribeirão das Neves,1719.00
10729478,Jasper,1962-02-02,Belo Horizonte,1793.00
10729499,Hayward,1954-02-05,Belo Horizonte,1806.00
10729520,Chester,1956-07-04,Contagem,1582.00
10729541,Lea,1988-12-01,Belo Horizonte,2022.00
10729562,Manda,1948-09-25,Contagem,1626.00
10729583,Allena,1976-04-24,Contagem,2264.00
10729604,Barney,1948-01-30,Ribeirão das Neves,2067.00
10729625,Frona,1950-09-10,Contagem,2082.00
10729646,Nonnie,1971-01-14,Contagem,1328.00
10729667,Enoch,1978-07-04,Contagem,1537.00
10729688,Gertha,1976-10-27,Betim,1761.00
10729709,Orrie,1981-03-19,Santa Luzia,1688.00
10729730,Estes,1991-05-22,Belo Horizonte,2085.00
10729751,Adella,1987-12-21,Ribeirão das Neves,1915.00
10729772,Coleman,1966-09-01,Santa Luzia,2187.00
10729793,Verda,1971-06-04,Contagem,1461.00
10729814,Meredith,1981-09-25,Santa Luzia,2195.00
10729835,Kelly,1951-11-28,Betim,1840.00
10729856,Ermine,1997-05-24,Contagem,2254.00
10729877,Floretta,1985-03-04,Santa Luzia,1619.00
10729898,Leola,1983-07-02,Belo Horizonte,1907.00
10729919,Veva,1961-06-27,Betim,2337.00
10729940,Beatrice,1964-10-13,Santa Luzia,2358.00
10729961,Micaela,1955-06-30,Betim,1642.00
10729982,Cole,1951-03-04,Ribeirão das Neves,1490.00
10730003,Bill,1956-10-09,Betim,1881.00
10730024,Eva,1951-12-25,Belo Horizonte,2220.00
10730045,Clifford,1995-04-28,Ribeirão das Neves,1842.00
10730066,Hassie,1984-06-01,Belo Horizonte,1809.00
10730087,Ossie,1987-05-05,Betim,1551.00
10730108,Afton,1951-11-04,Santa Luzia,1700.00
10730129,Edwina,1967-07-24,Ribeirão das Neves,1311.00
10730150,Alvie,1955-07-05,Ribeirão das Neves,2402.00
10730171,Marguerite,1949-02-05,Santa Luzia,2405.00
10730192,Melina,1971-03-30,Belo Horizonte,1305.00
10730213,Woodie,1993-07-29,Santa Luzia,1378.00
10730234,Viney,1958-12-26,Belo Horizonte,1958.00
10730255,Washington,1980-01-01,Belo Horizonte,2171.00
10730276,Isabelle,1958-07-04,Ribeirão das Neves,2480.00
10730297,Mortimer,1956-06-17,Belo Horizonte,1608.00
10730318,Gid,1955-04-12,Betim,1807.00
10730339,Doris,1964-01-13,Santa Luzia,1836.00
10730360,Orvil,1992-11-26,Contagem,2086.00
10730381,Christene,1965-04-04,Ribeirão das Neves,2190.00
10730402,Mima,1950-07-20,Ribeirão das Neves,1429.00
10730423,Asa,1982-05-08,Contagem,2445.00
10730444,Massie,1955-04-19,Belo Horizonte,2392.00
10730465,Maude,1968-05-29,Betim,1928.00
10730486,Cornelious,1972-12-31,Ribeirão das Neves,1552.00
10730507,Benita,1972-01-15,Contagem,2404.00
10730528,Lindsey,1958-12-08,Ribeirão das Neves,2433.00
10730549,Andres,1981-01-21,Betim,1622.00
10730570,Wealthy,1964-06-17,Belo Horizonte,2376.00
10730591,Rudy,1999-01-23,Belo Horizonte,2448.00
10730612,Julia,1999-12-10,Betim,2258.00
10730633,Laurie,1961-08-25,Belo Horizonte,2454.00
10730654,Joeseph,1952-07-07,Contagem,2138.00
10730675,Elihu,1973-09-11,Ribeirão das Neves,1319.00
10730696,Georgianna,1980-10-16,Betim,2051.00
10730717,Lee,1958-06-27,Contagem,2150.00
10730738,Allyne,1976-10-16,Santa Luzia,1779.00
10730759,Clarke,1972-05-24,Ribeirão das Neves,2219.00
10730780,Rosina,1977-07-23,Contagem,2040.00
10730801,Aura,1953-12-25,Ribeirão das Neves,2388.00
10730822,Catherine,1947-12-26,Belo Horizonte,1563.00
10730843,Felicia,1944-07-06,Contagem,2423.00
10730864,Omar,1991-05-25,Santa Luzia,2238.00
10730885,Earl,1962-12-14,Belo Horizonte,1346.00
10730906,Earnestine,1956-03-20,Betim,1474.00
10730927,Asa,1945-08-20,Santa Luzia,1700.00
10730948,Everette,1950-04-20,Contagem,2500.00
10730969,Abel,1988-04-07,Betim,1311.00
10730990,Ola,1944-09-11,Belo Horizonte,1633.00
10731011,Rosy,1992-11-17,Ribeirão das Neves,1428.00
10731032,Banks,1957-07-08,Contagem,2192.00
10731053,Eli,1968-05-29,Ribeirão das Neves,2345.00
10731074,Gustava,1998-04-23,Betim,2376.00
10731095,Florida,1949-02-27,Belo Horizonte,1968.00
10731116,Jettie,1945-03-25,Betim,2217.00
10731137,Imo,1995-04-19,Betim,1535.00
10731158,Sophie,1962-01-27,Belo Horizonte,2139.00
10731179,Miner,1959-05-31,Contagem,2484.00
10731200,Willis,1985-06-10,Contagem,1352.00
10731221,Alois,1951-01-09,Contagem,1734.00
10731242,Icie,1956-12-20,Contagem,2409.00
10731263,Bettye,1998-12-29,Santa Luzia,2380.00
10731284,Evaline,1959-05-18,Contagem,1387.00
10731305,Axel,1971-01-21,Contagem,2493.00
10731326,Rollie,1983-11-14,Santa Luzia,2017.00
10731347,Freda,1995-05-06,Ribeirão das Neves,1473.00
10731368,Cleda,1996-10-27,Betim,2275.00
10731389,Hattie,1971-04-22,Ribeirão das Neves,1907.00
10731410,Bonnie,1965-09-28,Betim,2052.00
10731431,Arvid,1996-09-10,Santa Luzia,1395.00
10731452,Persis,1974-01-09,Contagem,1617.00
10731473,Pinkie,1995-03-13,Santa Luzia,1709.00
10731494,Addison,1999-09-14,Santa Luzia,2487.00
10731515,Carson,1954-02-12,Betim,1762.00
10731536,Dow,1992-10-16,Belo Horizonte,2021.00
10731557,Ventura,1995-02-07,Ribeirão das Neves,1344.00
10731578,Rhea,1947-04-29,Santa Luzia,2178.00
10731599,Pervis,1952-02-21,Contagem,2175.00
10731620,Audie,1989-09-07,Ribeirão das Neves,1481.00
10731641,Noah,1961-05-13,Santa Luzia,1520.00
10731662,Adela,1960-08-24,Contagem,1421.00
10731683,Nova,1995-01-17,Ribeirão das Neves,2245.00
10731704,Salena,1985-12-18,Santa Luzia,2155.00
10731725,Theresa,1981-03-31,Betim,1668.00
10731746,Adel,1954-12-17,Santa Luzia,1703.00
10731767,Johnny,1966-10-14,Belo Horizonte,1743.00
10731788,John,1996-12-30,Contagem,1902.00
10731809,Dollie,1974-06-03,Santa Luzia,1495.00
10731830,Madonna,1981-01-30,Ribeirão das Neves,1337.00
10731851,Recie,1997-11-14,Ribeirão das Neves,1582.00
10731872,Miles,1973-08-17,Santa Luzia,2435.00
10731893,Erin,1972-04-18,Belo Horizonte,2435.00
10731914,Iva,1996-03-16,Contagem,2111.00
10731935,Willie,1949-12-11,Santa Luzia,1880.00
10731956,Nevin,1985-11-14,Contagem,1928.00
10731977,Ebba,1969-10-08,Ribeirão das Neves,2349.00
10731998,Reese,1969-11-09,Santa Luzia,1406.00
10732019,Magdalen,1975-04-29,Ribeirão das Neves,2050.00
10732040,Oscar,1948-07-07,Santa Luzia,2491.00
10732061,Moses,1950-07-26,Santa Luzia,2356.00
10732082,Abraham,1949-04-04,Betim,1485.00
10732103,Gabriel,1995-04-28,Contagem,1880.00
10732124,Virginia,1963-02-07,Contagem,2299.00
10732145,Nimrod,1978-04-23,Betim,2463.00
10732166,Aldine,1995-12-06,Contagem,1911.00
10732187,Lethia,1970-03-26,Betim,2457.00
10732208,Patty,1982-04-12,Contagem,1670.00
10732229,Josefina,1952-05-14,Ribeirão das Neves,2397.00
10732250,Emery,1995-10-28,Betim,1506.00
10732271,Jose,1984-01-09,Contagem,2070.00
10732292,Penelope,1965-12-11,Betim,1788.00
10732313,Harriette,1993-03-09,Belo Horizonte,2084.00
10732334,Bryan,1985-05-20,Belo Horizonte,2123.00
10732355,Jeff,1995-11-17,Belo Horizonte,2428.00
10732376,Adah,1957-09-15,Belo Horizonte,2264.00
10732397,Chauncey,1944-07-02,Santa Luzia,1338.00
10732418,Luella,1985-09-17,Santa Luzia,1971.00
10732439,Douglas,1955-04-21,Santa Luzia,2468.00
10732460,Anita,1978-12-05,Contagem,1532.00
10732481,Arne,1948-08-01,Betim,1932.00
10732502,Carl,1974-05-25,Santa Luzia,2494.00
10732523,Essie,1983-05-26,Contagem,1563.00
10732544,Isabel,1980-02-12,Betim,2168.00
10732565,Mason,1951-05-05,Santa Luzia,1302.00
10732586,Mace,1960-10-25,Belo Horizonte,2398.00
10732607,Sammie,1947-10-10,Betim,2133.00
10732628,Margaretha,1990-12-05,Betim,1313.00
10732649,Mattye,1959-10-27,Contagem,2221.00
10732670,Cindy,1997-07-30,Contagem,1400.00
10732691,Thelma,1955-06-07,Betim,1780.00
10732712,Elijah,1977-08-07,Betim,2178.00
10732733,Willie,1993-04-16,Belo Horizonte,1960.00
10732754,Luna,1958-06-07,Belo Horizonte,2062.00
10732775,Alvia,1962-05-25,Belo Horizonte,1985.00
10732796,Eleanore,1987-12-19,Ribeirão das Neves,2345.00
10732817,Steward,1971-08-19,Ribeirão das Neves,1429.00
10732838,Shirley,1947-04-13,Belo Horizonte,1472.00
10732859,Granville,1955-05-18,Betim,2290.00
10732880,Fred,1988-06-01,Belo Horizonte,1637.00
10732901,Medora,1945-12-23,Santa Luzia,2090.00
10732922,Jean,1989-01-24,Betim,2271.00
10732943,Launa,1984-09-10,Ribeirão das Neves,1983.00
10732964,Lucien,1999-01-14,Betim,2123.00
10732985,Gladys,1956-09-24,Ribeirão das Neves,1624.00
10733006,Sterling,1957-01-04,Santa Luzia,2089.00
10733027,Nehemiah,1959-04-18,Betim,1317.00
10733048,Everette,1959-05-02,Ribeirão das Neves,2069.00
10733069,Lewie,1967-03-31,Santa Luzia,2426.00
10733090,Mabelle,1944-01-14,Belo Horizonte,2434.00
10733111,Neppie,1999-08-06,Contagem,1957.00
10733132,Telitha,1995-02-03,Betim,2156.00
10733153,Clyde,1994-04-11,Betim,1519.00
10733174,Oral,1989-08-29,Contagem,2127.00
10733195,Elaine,1955-03-01,Ribeirão das Neves,2052.00
10733216,Enrico,1969-06-24,Betim,2316.00
10733237,Lucious,1977-04-04,Belo Horizonte,1555.00
10733258,Zollie,1954-10-24,Ribeirão das Neves,1765.00
10733279,Carrie,1997-01-06,Santa Luzia,2226.00
10733300,Orion,1999-02-26,Contagem,2383.00
10733321,Ignacio,1972-04-28,Belo Horizonte,2418.00
10733342,Simeon,1948-07-07,Belo Horizonte,1946.00
10733363,Luda,1958-08-21,Belo Horizonte,1652.00
10733384,Vivian,1988-10-23,Betim,2042.00
10733405,Angelo,1954-10-28,Belo Horizonte,1987.00
10733426,Peggy,1971-09-20,Contagem,1718.00
10733447,Loren,1977-02-21,Contagem,2152.00
10733468,Bee,1992-02-02,Santa Luzia,2329.00
10733489,Hardin,1968-04-21,Betim,1944.00
10733510,Ambrose,1986-12-14,Ribeirão das Neves,1913.00
10733531,Theodore,1944-07-05,Belo Horizonte,1386.00
